Taiwan, Exposure to risk (period 1x10), 	Last modified: 26 Sep 2017;  Methods Protocol: v6 (2017)

  Year          Age             Female            Male           Total
2010-2014       62            631124.67       597260.45      1228385.12
2010-2014       63            561662.69       528950.63      1090613.32
2010-2014       64            491290.20       459610.05       950900.25
2010-2014       65            439628.82       408117.10       847745.92
2010-2014       66            405786.16       374018.10       779804.26
2010-2014       67            385311.94       351906.57       737218.52
2010-2014       68            379176.11       342903.44       722079.55
2010-2014       69            384796.20       344630.87       729427.07
2010-2014       70            386448.27       341289.01       727737.28
2010-2014       71            377493.12       328239.85       705732.97
2010-2014       72            364925.01       312466.88       677391.89
2010-2014       73            349646.96       294555.09       644202.05
2010-2014       74            331420.25       275240.75       606661.00
2010-2014       75            312491.81       257717.33       570209.15
2010-2014       76            294111.12       242554.56       536665.68
2010-2014       77            275529.69       230187.15       505716.84
2010-2014       78            257850.44       221314.36       479164.80
2010-2014       79            240848.76       215220.27       456069.03
2010-2014       80            221632.89       208598.44       430231.33
2010-2014       81            204388.50       200021.97       404410.46
2010-2014       82            187215.53       188384.21       375599.75
2010-2014       83            169294.03       173037.61       342331.64
2010-2014       84            150448.56       154105.07       304553.62
2010-2014       85            131761.24       133031.33       264792.57
2010-2014       86            113721.17       111661.10       225382.27
2010-2014       87             96743.14        91726.59       188469.73
2010-2014       88             81463.53        74094.97       155558.50
2010-2014       89             67387.27        58709.31       126096.57
2010-2014       90             54342.45        45593.78        99936.23
2010-2014       91             42938.84        34870.60        77809.44
2010-2014       92             33297.86        26194.51        59492.38
2010-2014       93             24916.42        19011.35        43927.77
2010-2014       94             18251.57        13547.29        31798.86
2010-2014       95             13318.84         9683.79        23002.62
2010-2014       96              9593.15         6949.81        16542.96
2010-2014       97              6767.27         4950.67        11717.94
2010-2014       98              4687.70         3470.41         8158.11
2010-2014       99              3155.59         2381.67         5537.26
2010-2014      100              2017.26         1555.35         3572.60
2010-2014      101              1240.01          961.78         2201.79
2010-2014      102               732.40          565.75         1298.15
2010-2014      103               418.82          320.32          739.14
2010-2014      104               232.59          179.55          412.13
2010-2014      105               124.01           98.30          222.31
2010-2014      106                63.32           50.85          114.17
2010-2014      107                30.54           24.31           54.85
2010-2014      108                13.13            9.94           23.07
2010-2014      109                 4.41            2.92            7.32
2010-2014      110+                0.49            0.38            0.87
