Latvia, Deaths (period 1x10), 	Last modified: 26 Sep 2017;  Methods Protocol: v6 (2017)

  Year          Age             Female            Male           Total
2000-2009       69              2979.33         4457.97         7437.30
2000-2009       70              3346.89         4407.44         7754.33
2000-2009       71              3571.39         4386.95         7958.34
2000-2009       72              3880.38         4506.51         8386.89
2000-2009       73              4186.90         4607.54         8794.44
2000-2009       74              4613.49         4446.97         9060.46
2000-2009       75              5084.08         4294.43         9378.51
2000-2009       76              5390.12         4128.84         9518.96
2000-2009       77              5696.66         3886.76         9583.42
2000-2009       78              5888.67         3686.20         9574.87
2000-2009       79              6136.71         3494.16         9630.87
2000-2009       80              6305.23         3172.52         9477.75
2000-2009       81              6221.22         2809.88         9031.10
2000-2009       82              6051.70         2472.80         8524.50
2000-2009       83              5783.69         2215.72         7999.41
2000-2009       84              5455.17         1962.12         7417.29
2000-2009       85              5129.59         1766.56         6896.15
2000-2009       86              4817.50         1625.02         6442.52
2000-2009       87              4526.98         1459.99         5986.97
2000-2009       88              4152.45         1281.44         5433.89
2000-2009       89              3788.38         1156.39         4944.77
2000-2009       90              3489.83         1032.84         4522.67
2000-2009       91              3103.32          861.28         3964.60
2000-2009       92              2696.32          716.22         3412.54
2000-2009       93              2264.78          591.18         2855.96
2000-2009       94              1854.72          483.14         2337.86
2000-2009       95              1453.66          363.60         1817.26
2000-2009       96              1127.11          265.57         1392.68
2000-2009       97               774.57          179.03          953.60
2000-2009       98               496.54          118.01          614.55
2000-2009       99               356.53           74.58          431.11
2000-2009      100               226.96           49.09          276.05
2000-2009      101               145.05           31.56          176.61
2000-2009      102                90.63           19.42          110.05
2000-2009      103                54.70           11.32           66.02
2000-2009      104                32.20            5.71           37.91
2000-2009      105                18.46            1.51           19.97
2000-2009      106                 9.78            0.31           10.09
2000-2009      107                 3.65            0.00            3.65
2000-2009      108                 0.61            0.00            0.61
2000-2009      109                 0.00            0.00            0.00
2000-2009      110+                0.00            0.00            0.00
2010-2014        0               239.00          294.02          533.02
2010-2014        1                17.50           21.50           39.00
2010-2014        2                17.00           16.50           33.50
2010-2014        3                16.00           16.00           32.00
2010-2014        4                11.00           11.50           22.50
2010-2014        5                 7.50           14.50           22.00
2010-2014        6                 7.00           17.00           24.00
2010-2014        7                 5.50           15.50           21.00
2010-2014        8                 4.00           13.00           17.00
2010-2014        9                 7.50           10.00           17.50
2010-2014       10                 8.00           11.00           19.00
2010-2014       11                 6.50           10.00           16.50
2010-2014       12                 8.00           10.50           18.50
2010-2014       13                 9.00           14.00           23.00
2010-2014       14                 8.00           13.50           21.50
2010-2014       15                 9.50           21.50           31.00
2010-2014       16                10.50           34.00           44.50
2010-2014       17                13.50           37.00           50.50
2010-2014       18                18.00           54.50           72.50
2010-2014       19                20.00           75.50           95.50
2010-2014       20                25.50           89.50          115.00
2010-2014       21                26.50           91.00          117.50
2010-2014       22                24.50           86.00          110.50
2010-2014       23                29.00           78.50          107.50
2010-2014       24                37.00           89.00          126.00
2010-2014       25                36.50          112.00          148.50
2010-2014       26                32.00          124.00          156.00
2010-2014       27                38.50          138.00          176.50
2010-2014       28                39.50          141.00          180.50
2010-2014       29                45.50          156.01          201.51
2010-2014       30                47.50          166.02          213.52
2010-2014       31                41.50          165.02          206.52
2010-2014       32                56.50          187.53          244.03
2010-2014       33                71.50          201.53          273.03
2010-2014       34                63.00          224.52          287.52
2010-2014       35                60.50          243.03          303.53
2010-2014       36                85.00          242.04          327.04
2010-2014       37                96.50          264.54          361.04
2010-2014       38               100.50          288.04          388.54
2010-2014       39               114.50          335.54          450.04
2010-2014       40               126.00          370.54          496.54
2010-2014       41               134.50          370.54          505.04
2010-2014       42               150.00          381.04          531.04
2010-2014       43               168.00          411.55          579.55
2010-2014       44               179.50          454.56          634.06
2010-2014       45               185.50          484.06          669.56
2010-2014       46               206.50          533.57          740.07
2010-2014       47               229.50          592.58          822.08
2010-2014       48               250.00          675.08          925.08
2010-2014       49               276.50          740.09         1016.59
2010-2014       50               303.50          782.60         1086.10
2010-2014       51               336.00          880.10         1216.10
2010-2014       52               350.50          963.11         1313.61
2010-2014       53               372.50         1005.11         1377.61
2010-2014       54               433.00         1057.11         1490.11
2010-2014       55               470.50         1109.62         1580.12
2010-2014       56               471.00         1133.13         1604.13
2010-2014       57               510.00         1154.13         1664.13
2010-2014       58               566.50         1174.63         1741.13
2010-2014       59               601.00         1211.14         1812.14
2010-2014       60               621.00         1307.65         1928.65
2010-2014       61               650.50         1466.17         2116.67
2010-2014       62               734.50         1518.18         2252.68
2010-2014       63               802.51         1443.67         2246.18
2010-2014       64               836.52         1483.67         2320.19
2010-2014       65               837.52         1562.18         2399.70
2010-2014       66               846.52         1579.18         2425.70
2010-2014       67               965.02         1570.68         2535.70
2010-2014       68              1099.02         1639.69         2738.71
2010-2014       69              1208.52         1795.71         3004.23
2010-2014       70              1349.02         1903.73         3252.75
2010-2014       71              1516.52         2026.25         3542.77
2010-2014       72              1672.52         2064.74         3737.26
2010-2014       73              1795.52         2092.73         3888.25
2010-2014       74              1909.02         2095.24         4004.26
2010-2014       75              2041.02         1964.73         4005.75
2010-2014       76              2161.02         1903.72         4064.74
2010-2014       77              2277.52         1915.72         4193.24
2010-2014       78              2440.53         1881.71         4322.24
2010-2014       79              2592.04         1821.20         4413.24
2010-2014       80              2800.04         1815.21         4615.25
2010-2014       81              3012.54         1797.72         4810.26
2010-2014       82              3159.04         1705.20         4864.24
